study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJNA36679	SAMN00014255	SRS004125	SRX015856	SRR034254	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034254/SRR034254.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034254/SRR034254.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034254	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034254		
PRJNA36679	SAMN00014255	SRS004125	SRX015856	SRR034255	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034255/SRR034255.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034255/SRR034255.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034255	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034255		
PRJNA36679	SAMN00014255	SRS004125	SRX015856	SRR034256	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034256/SRR034256.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034256/SRR034256.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034256	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034256		
PRJNA36679	SAMN00014231	SRS003468	SRX015859	SRR034259	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034259/SRR034259.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034259/SRR034259.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034259	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034259		
PRJNA36679	SAMN00014231	SRS003468	SRX015859	SRR034260	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034260/SRR034260.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034260/SRR034260.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034260	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034260		
PRJNA36679	SAMN00014231	SRS003468	SRX015859	SRR034261	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034261/SRR034261.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034261/SRR034261.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034261	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034261		
PRJNA36679	SAMN00014231	SRS003468	SRX015859	SRR034262	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034262/SRR034262.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034262/SRR034262.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034262	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034262		
PRJNA36679	SAMN00014231	SRS003468	SRX015859	SRR034263	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034263/SRR034263.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034263/SRR034263.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034263	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034263		
PRJNA36679	SAMN00014254	SRS003492	SRX015860	SRR034264	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034264/SRR034264.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034264/SRR034264.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034264	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034264		
PRJNA36679	SAMN00014254	SRS003492	SRX015860	SRR034265	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034265/SRR034265.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034265/SRR034265.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034265	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034265		
PRJNA36679	SAMN00014254	SRS003492	SRX015860	SRR034266	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034266/SRR034266.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034266/SRR034266.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034266	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034266		
PRJNA36679	SAMN00014254	SRS003492	SRX015860	SRR034267	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034267/SRR034267.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034267/SRR034267.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034267	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034267		
PRJNA36679	SAMN00014254	SRS003492	SRX015860	SRR034268	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034268/SRR034268.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034268/SRR034268.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034268	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034268		
PRJNA36679	SAMN00014233	SRS003470	SRX015861	SRR034269	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034269/SRR034269.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034269/SRR034269.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034269	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034269		
PRJNA36679	SAMN00014233	SRS003470	SRX015861	SRR034270	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034270/SRR034270.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034270/SRR034270.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034270	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034270		
PRJNA36679	SAMN00014233	SRS003470	SRX015861	SRR034271	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034271/SRR034271.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034271/SRR034271.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034271	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034271		
PRJNA36679	SAMN00014233	SRS003470	SRX015861	SRR034272	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034272/SRR034272.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034272/SRR034272.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034272	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034272		
PRJNA36679	SAMN00014233	SRS003470	SRX015861	SRR034273	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034273/SRR034273.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034273/SRR034273.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034273	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034273		
PRJNA36679	SAMN00014257	SRS004127	SRX015862	SRR034274	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034274/SRR034274.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034274/SRR034274.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034274	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034274		
PRJNA36679	SAMN00014257	SRS004127	SRX015862	SRR034275	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034275/SRR034275.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034275/SRR034275.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034275	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034275		
PRJNA36679	SAMN00014257	SRS004127	SRX015862	SRR034276	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034276/SRR034276.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034276/SRR034276.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034276	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034276		
PRJNA36679	SAMN00014257	SRS004127	SRX015862	SRR034277	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034277/SRR034277.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034277/SRR034277.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034277	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034277		
PRJNA36679	SAMN00014257	SRS004127	SRX015862	SRR034278	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034278/SRR034278.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034278/SRR034278.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034278	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034278		
PRJNA36679	SAMN00014259	SRS004130	SRX015863	SRR034279	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034279/SRR034279.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034279/SRR034279.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034279	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034279		
PRJNA36679	SAMN00014259	SRS004130	SRX015863	SRR034280	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034280/SRR034280.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034280/SRR034280.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034280	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034280		
PRJNA36679	SAMN00014259	SRS004130	SRX015863	SRR034281	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034281/SRR034281.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034281/SRR034281.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034281	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034281		
PRJNA36679	SAMN00014259	SRS004130	SRX015863	SRR034282	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034282/SRR034282.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034282/SRR034282.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034282	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034282		
PRJNA36679	SAMN00014259	SRS004130	SRX015863	SRR034283	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034283/SRR034283.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034283/SRR034283.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034283	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034283		
PRJNA36679	SAMN00014234	SRS003471	SRX015864	SRR034284	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034284/SRR034284.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034284/SRR034284.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034284	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034284		
PRJNA36679	SAMN00014234	SRS003471	SRX015864	SRR034285	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034285/SRR034285.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034285/SRR034285.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034285	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034285		
PRJNA36679	SAMN00014234	SRS003471	SRX015864	SRR034286	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034286/SRR034286.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034286/SRR034286.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034286	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034286		
PRJNA36679	SAMN00014234	SRS003471	SRX015864	SRR034287	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034287/SRR034287.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034287/SRR034287.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034287	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034287		
PRJNA36679	SAMN00014234	SRS003471	SRX015864	SRR034288	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034288/SRR034288.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034288/SRR034288.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034288	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034288		
PRJNA36679	SAMN00014260	SRS004131	SRX015865	SRR034289	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034289/SRR034289.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034289/SRR034289.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034289	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034289		
PRJNA36679	SAMN00014260	SRS004131	SRX015865	SRR034290	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034290/SRR034290.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034290/SRR034290.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034290	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034290		
PRJNA36679	SAMN00014260	SRS004131	SRX015865	SRR034291	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034291/SRR034291.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034291/SRR034291.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034291	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034291		
PRJNA36679	SAMN00014260	SRS004131	SRX015865	SRR034292	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034292/SRR034292.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034292/SRR034292.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034292	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034292		
PRJNA36679	SAMN00014260	SRS004131	SRX015865	SRR034293	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034293/SRR034293.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034293/SRR034293.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034293	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034293		
PRJNA36679	SAMN00014261	SRS004133	SRX015866	SRR034294	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034294/SRR034294.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034294/SRR034294.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034294	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034294		
PRJNA36679	SAMN00014261	SRS004133	SRX015866	SRR034295	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034295/SRR034295.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034295/SRR034295.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034295	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034295		
PRJNA36679	SAMN00014261	SRS004133	SRX015866	SRR034296	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034296/SRR034296.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034296/SRR034296.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034296	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034296		
PRJNA36679	SAMN00014261	SRS004133	SRX015866	SRR034297	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034297/SRR034297.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034297/SRR034297.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034297	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034297		
PRJNA36679	SAMN00014261	SRS004133	SRX015866	SRR034298	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034298/SRR034298.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034298/SRR034298.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034298	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034298		
PRJNA36679	SAMN00014235	SRS003472	SRX015867	SRR034299	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034299/SRR034299.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034299/SRR034299.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034299	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034299		
PRJNA36679	SAMN00014235	SRS003472	SRX015867	SRR034300	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034300/SRR034300.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034300/SRR034300.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034300	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034300		
PRJNA36679	SAMN00014235	SRS003472	SRX015867	SRR034301	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034301/SRR034301.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034301/SRR034301.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034301	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034301		
PRJNA36679	SAMN00014235	SRS003472	SRX015867	SRR034302	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034302/SRR034302.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034302/SRR034302.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034302	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034302		
PRJNA36679	SAMN00014235	SRS003472	SRX015867	SRR034303	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034303/SRR034303.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034303/SRR034303.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034303	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034303		
PRJNA36679	SAMN00014236	SRS003473	SRX015868	SRR034304	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034304/SRR034304.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034304/SRR034304.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034304	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034304		
PRJNA36679	SAMN00014236	SRS003473	SRX015868	SRR034305	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034305/SRR034305.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034305/SRR034305.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034305	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034305		
PRJNA36679	SAMN00014236	SRS003473	SRX015868	SRR034306	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034306/SRR034306.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034306/SRR034306.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034306	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034306		
PRJNA36679	SAMN00014236	SRS003473	SRX015868	SRR034307	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034307/SRR034307.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034307/SRR034307.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034307	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034307		
PRJNA36679	SAMN00014236	SRS003473	SRX015868	SRR034308	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034308/SRR034308.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034308/SRR034308.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034308	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034308		
PRJNA36679	SAMN00014232	SRS003469	SRX015974	SRR034413	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034413/SRR034413.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034413/SRR034413.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034413	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034413		
PRJNA36679	SAMN00014232	SRS003469	SRX015974	SRR034414	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034414/SRR034414.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034414/SRR034414.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034414	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034414		
PRJNA36679	SAMN00014232	SRS003469	SRX015974	SRR034415	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034415/SRR034415.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034415/SRR034415.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034415	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034415		
PRJNA36679	SAMN00014232	SRS003469	SRX015974	SRR034416	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034416/SRR034416.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034416/SRR034416.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034416	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034416		
PRJNA36679	SAMN00014232	SRS003469	SRX015974	SRR034417	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034417/SRR034417.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034417/SRR034417.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034417	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034417		
PRJNA36679	SAMN00014237	SRS003474	SRX016041	SRR034495	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034495/SRR034495.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034495/SRR034495.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034495	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034495		
